,World Port Index Number,Region Name,Main Port Name,Country Code,World Water Body,Sailing Direction or Publication,Tidal Range (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Harbor Size,Harbor Type,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Good Holding Ground,Communications - Telephone,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Medical Facilities,Garbage Disposal,Dirty Ballast Disposal,Cranes - Mobile,Lifts - 0-24 Tons,Services - Longshoremen,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Repairs,Latitude,Longitude
56,43940.0,Ukraine -- 43620,Henichesk,Ukraine,Sea of Azov; Black Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),1.0,4.9,4.9,1.8,0.0,Very Small,Coastal (Natural),Fair,No,No,Yes,Yes,Unknown,No,Unknown,Yes,Unknown,Unknown,Yes,III,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Limited,46.166667,34.816667
57,48464.0,Iran -- 48410,Barkan Oil-loading Terminal,Iran,Persian Gulf; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,2.0,17.1,23.2,0.0,15.5,Very Small,Open Roadstead,Poor,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,IX,Unknown,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,,29.733333,50.166667
58,55500.0,Norfolk Island -- 55490,Kingston,Norfolk Island,South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,4.0,1.8,17.1,1.8,11.0,Very Small,Open Roadstead,Poor,Yes,Yes,Unknown,Yes,Unknown,No,Unknown,Yes,Yes,Yes,Unknown,X,Unknown,Yes,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,No,No,No,Unknown,-29.066667,167.95
59,51290.0,Lesser Sunda Islands -- 51250,Labuhanhaji,Indonesia,Indian Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,8.0,1.8,14.0,1.8,0.0,Very Small,Open Roadstead,Poor,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,No,Emergency Only,-8.7,116.566667
60,57415.0,Malaysia -- 57400,Kirteh Oil Terminal,Malaysia,South China Sea; North Pacific Ocean,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,0.0,11.0,21.6,0.0,11.0,Small,Open Roadstead,Fair,Yes,Yes,Unknown,Yes,Unknown,No,Unknown,Yes,Unknown,Yes,Unknown,XI,Yes,Unknown,No,No,No,Yes,Yes,Unknown,No,No,No,No,,4.566667,103.466667
61,47942.0,Sudan -- 47910,Al Khair Oil Terminal,Sudan,Red Sea; Indian Ocean,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,0.0,0.0,0.0,0.0,14.0,Small,Coastal (Natural),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,IX,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19.583333,37.25
62,18915.0,Canada West Coast -- 18080,Bella Bella,Canada,Alaska-Canada coastal waters; North Pacific Ocean,Sailing Directions Pub. 154 (Enroute) - British Columbia,3.0,23.2,23.2,6.4,6.4,Very Small,Coastal (Natural),Fair,Yes,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Yes,Unknown,No,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,52.166667,-128.15
63,19290.0,Alaska -- 19080,Fishermans Harbor,United States,Alaska-Canada coastal waters; North Pacific Ocean,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,2.7,3.4,3.4,4.9,0.0,Very Small,Coastal (Natural),Good,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,XII,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,55.966667,-133.8
64,5970.0,Cape Breton Island -- 5860,Grand Narrows,Canada,North Atlantic Ocean,Sailing Directions Pub. 145 (Enroute) - Nova Scotia and the Saint Lawrence,0.0,7.9,12.5,3.4,0.0,Very Small,Coastal (Natural),Excellent,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,IV,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45.95,-60.783333
65,6670.0,United States E Coast -- 6585,Corea,United States,North Atlantic Ocean,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,3.4,1.8,1.8,1.8,0.0,Very Small,Coastal (Natural),Fair,Yes,Yes,Yes,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,44.4,-67.966667
66,7315.0,United States E Coast -- 6585,Hyannis Port,United States,North Atlantic Ocean,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,0.9,1.8,4.9,1.8,0.0,Very Small,Coastal (Breakwater),Fair,No,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,IV,Yes,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,41.633333,-70.3
67,58630.0,Philippine Islands -- 57960,Laoang,Philippines,Philippine inland seas; North Pacific Ocean,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,4.0,3.4,12.5,1.8,0.0,Very Small,River (Natural),Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,12.566667,125.016667
68,59550.0,Philippine Islands -- 57960,Margosatubig,Philippines,Celebes Sea; North Pacific Ocean,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,5.0,17.1,23.2,3.4,0.0,Very Small,Coastal (Natural),Excellent,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XI,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,7.583333,123.166667
69,60720.0,Russia -- 60530,Bukhta Gaydamak,Russia,Sea of Japan; North Pacific Ocean,Sailing Directions Pub. 155 (Enroute) - East Coast of Russia,0.0,12.5,12.5,3.4,0.0,Very Small,Coastal (Natural),Poor,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,XIII,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Limited,42.866667,132.683333
70,4720.0,US Lake Michigan -- 4570,Saugatuck,United States,Lake Michigan; Great Lakes,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,0.0,1.8,1.8,1.8,0.0,Very Small,River (Natural),Good,No,No,Yes,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,IV,Yes,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Moderate,42.666667,-86.2
71,19930.0,Alaska -- 19080,Dry Spruce Bay,United States,Gulf of Alaska; North Pacific Ocean,U.S. Coast Pilot 9 - Alaska: Cape Spencer to Beaufort Sea - Beaufort Sea,3.4,0.0,23.2,7.9,0.0,Very Small,Coastal (Natural),Good,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,57.933333,-153.033333
72,19980.0,Alaska -- 19080,Hogg Island,United States,Gulf of Alaska; North Pacific Ocean,U.S. Coast Pilot 9 - Alaska: Cape Spencer to Beaufort Sea - Beaufort Sea,3.4,0.0,0.0,0.0,0.0,Very Small,Coastal (Natural),Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,58.466667,-152.683333
73,20410.0,Alaska Continued -- 20185,Grantley Harbor,United States,Bering Sea; North Pacific Ocean,U.S. Coast Pilot 9 - Alaska: Cape Spencer to Beaufort Sea - Beaufort Sea,0.3,1.8,6.4,0.0,0.0,Very Small,Open Roadstead,Good,Yes,No,No,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,XII,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,65.266667,-166.333333
74,5070.0,US Lake Michigan -- 4570,Nahma,United States,Lake Michigan; Great Lakes,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,0.0,3.4,4.9,3.4,0.0,Very Small,Coastal (Natural),Fair,No,No,Yes,Yes,No,No,Yes,Yes,Unknown,Unknown,Unknown,IV,Yes,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,45.833333,-86.666667
75,44270.0,Russia -- 44030,Adler,Russia,Black Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),0.0,23.2,9.4,3.4,0.0,Very Small,Open Roadstead,Poor,No,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,III,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,43.433333,39.933333
76,45635.0,Algeria -- 45470,Arzew El Djedid,Algeria,Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,0.0,7.9,23.2,0.0,12.5,Small,Coastal (Breakwater),Poor,Unknown,Unknown,Unknown,Yes,Unknown,No,No,Yes,Unknown,Yes,Yes,III,Yes,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,,35.816667,-0.25
77,45822.0,Senegal -- 45817,Karabane,Senegal,North Atlantic Ocean,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,1.0,3.4,9.4,3.4,7.9,Very Small,River (Natural),Good,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,II,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12.566667,-16.666667
78,46335.0,Equatorial Guinea -- 46300,Ceiba Terminal,Equatorial Guinea,Gulf of Guinea; North Atlantic Ocean,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,1.0,0.0,23.2,0.0,23.2,Very Small,Open Roadstead,Poor,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,II,Unknown,Yes,Yes,No,No,Unknown,Unknown,Unknown,No,No,No,No,,1.416667,9.233333
79,46710.0,Tristan Island -- 46700,Edinburgh Of The Seven Seas,"Saint Helena, Ascension, and Tristan da Cunha",South Atlantic Ocean,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,2.0,23.2,23.2,0.0,0.0,Very Small,Open Roadstead,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,VII,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-37.05,-12.3
80,14175.0,Chile -- 14070,Caleta Mina Elena,Chile,South Pacific Ocean,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,0.0,0.0,7.9,0.0,0.0,Very Small,Coastal (Natural),Fair,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XV,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,-52.683333,-71.9
81,19100.0,Alaska -- 19080,Hidden Inlet,United States,Alaska-Canada coastal waters; North Pacific Ocean,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,4.3,0.0,0.0,6.4,1.8,Very Small,Canal or Lake,Fair,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,XII,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,54.95,-130.333333
82,19120.0,Alaska -- 19080,George Inlet,United States,Alaska-Canada coastal waters; North Pacific Ocean,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,4.0,0.0,0.0,7.9,4.9,Very Small,Coastal (Natural),Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,55.383333,-131.466667
83,19200.0,Alaska -- 19080,Burnett Inlet,United States,Alaska-Canada coastal waters; North Pacific Ocean,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,4.3,0.0,11.0,3.4,0.0,Very Small,Coastal (Natural),Fair,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,56.066667,-132.466667
84,19600.0,Alaska -- 19080,Letnikof Cove,United States,Alaska-Canada coastal waters; North Pacific Ocean,U.S. Coast Pilot 8 - Alaska: Dixon Entrance to Cape Spencer - Cape Spencer,4.3,0.0,11.0,6.4,0.0,Very Small,Coastal (Natural),Good,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,59.183333,-135.4
85,19710.0,Alaska -- 19080,Crab Bay,United States,Gulf of Alaska; North Pacific Ocean,U.S. Coast Pilot 9 - Alaska: Cape Spencer to Beaufort Sea - Beaufort Sea,2.7,0.0,0.0,7.9,0.0,Very Small,Coastal (Natural),Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XII,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,60.066667,-148.0
86,6970.0,United States E Coast -- 6585,Monhegan,United States,North Atlantic Ocean,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,2.7,3.4,3.4,3.4,0.0,Very Small,Coastal (Natural),Poor,Yes,No,No,Yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,43.766667,-69.316667
87,6710.0,United States E Coast -- 6585,Northeast Harbor,United States,North Atlantic Ocean,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,0.0,3.4,3.4,1.8,0.0,Very Small,Coastal (Natural),Fair,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Limited,44.3,-68.283333
88,6800.0,United States E Coast -- 6585,Bucks Harbor,United States,North Atlantic Ocean,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,0.0,6.4,11.0,3.4,0.0,Very Small,Coastal (Natural),Good,No,No,No,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,44.333333,-68.733333
89,6830.0,United States E Coast -- 6585,Matinicus,United States,North Atlantic Ocean,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,2.7,6.4,3.4,1.8,0.0,Very Small,Coastal (Breakwater),Fair,Yes,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,43.866667,-68.883333
90,43780.0,Ukraine -- 43620,Balaklava,Ukraine,Black Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),0.0,12.5,23.2,1.8,0.0,Very Small,Coastal (Natural),Good,No,No,Yes,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,III,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,44.5,33.6
91,43810.0,Ukraine -- 43620,Alushta,Ukraine,Black Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),0.0,12.5,23.2,3.4,0.0,Very Small,Open Roadstead,Poor,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,III,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,44.683333,34.416667
92,49460.0,India East Coast -- 49310,Machilipatnam,India,Bay of Bengal; Indian Ocean,Sailing Directions Pub. 173 (Enroute) - India and the Bay of Bengal,1.0,14.0,14.0,12.5,14.0,Very Small,Open Roadstead,Poor,No,Yes,No,Yes,No,Yes,Unknown,Yes,Unknown,Unknown,Yes,VIII,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Limited,16.15,81.166667
93,49875.0,Malaysia -- 49820,Malong Marine Terminal,Malaysia,South China Sea; North Pacific Ocean,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,3.0,23.2,23.2,0.0,23.2,Very Small,Open Roadstead,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,XI,Unknown,Yes,No,No,No,Yes,Yes,Unknown,No,No,No,Unknown,,4.633333,104.816667
94,63090.0,Antarctica -- 63060,Admiralty Bay,Antarctica,Bransfield Strait; Drake Passage; South Atlantic Ocean,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,0.0,23.2,23.2,0.0,0.0,Very Small,Coastal (Natural),Good,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,VI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,-62.083333,-58.416667
95,63110.0,Antarctica -- 63060,Melchior Harbor,Antarctica,South Pacific Ocean,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,0.0,4.9,23.2,0.0,0.0,Very Small,Coastal (Natural),Poor,Unknown,Yes,Yes,Unknown,No,Yes,Unknown,Yes,Unknown,Unknown,Unknown,VI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,,-64.316667,-63.0
96,7900.0,United States E Coast -- 6585,Grasselli,United States,North Atlantic Ocean,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,1.5,9.4,9.4,9.4,0.0,Small,River (Natural),Good,No,No,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,IV,Yes,Unknown,Yes,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,40.616667,-74.2
97,543.0,Greenland East Coast -- 540,Kusanartoq,Greenland,North Atlantic Ocean,Sailing Directions Pub. 181 (Enroute) - Greenland and Iceland,6.0,12.5,17.1,0.0,0.0,Small,Coastal (Natural),Good,No,No,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Unknown,Yes,Unknown,Unknown,No,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Emergency Only,61.766667,-42.216667
98,2350.0,Ottawa River -- 2270,Carillon,Canada,Lake Ontario; Great Lakes,Sailing Directions Pub. 145 (Enroute) - Nova Scotia and the Saint Lawrence,0.0,1.8,9.4,1.8,0.0,Very Small,River (Natural),Excellent,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45.566667,-74.366667
99,4020.0,Canada Lake Huron -- 3640,Depot Harbour,Canada,Lake Huron; Great Lakes,U.S. Coast Pilot 6 - Great Lakes and their connecting waterways,0.0,6.4,6.4,6.4,0.0,Very Small,Coastal (Natural),Excellent,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,IV,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,45.316667,-80.1
100,44807.0,Italy -- 40345,Aksaz Limani,Turkey,Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,23.2,0.0,0.0,0.0,Small,Coastal (Natural),Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,III,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Limited,36.833333,28.383333
101,46239.0,Nigeria -- 46120,Egina Oil Terminal,Nigeria,Gulf of Guinea; North Atlantic Ocean,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,0.0,23.2,23.2,7.9,23.2,Very Small,Open Roadstead,Poor,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,II,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.066667,6.7
102,46452.0,Gabon -- 46410,Olowi Marine Terminal,Gabon,South Atlantic Ocean,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,0.0,0.0,0.0,0.0,0.0,Very Small,Open Roadstead,Poor,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,II,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-3.133333,10.216667
103,47625.0,Madagascar -- 47350,Antsohim Bondrona,Madagascar,Mozambique Channel; Indian Ocean,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,0.0,7.9,7.9,7.9,0.0,Very Small,Coastal (Natural),Fair,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,VII,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Limited,-13.083333,48.833333
104,51780.0,Indonesia - Borneo -- 51760,Lingkas,Indonesia,Celebes Sea; North Pacific Ocean,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,7.0,6.4,18.6,7.9,7.9,Small,Open Roadstead,Good,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,XI,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Emergency Only,3.283333,117.6
105,53195.0,New Guinea SE Coast -- 53140,Discovery Bay,Papua New Guinea,Solomon Sea; South Pacific Ocean,Sailing Directions Pub. 164 (Enroute) - New Guinea,4.0,11.0,23.2,11.0,0.0,Very Small,Coastal (Natural),Good,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,X,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Emergency Only,-10.416667,150.416667
106,55270.0,New Zealand S Island -- 55260,Collingwood,New Zealand,Tasman Sea; South Pacific Ocean,Sailing Directions Pub. 127 (Enroute) - East Coast of Australia and New Zealand,7.0,1.8,9.4,1.8,0.0,Very Small,Coastal (Natural),Good,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,XIV,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Limited,-40.683333,172.666667
107,56039.0,Tabuaeran Atoll (Fanning Island) -- 56037,English Harbor,Kiribati,North Pacific Ocean,Sailing Directions Pub. 126 (Enroute) - Pacific Islands,0.3,23.2,17.1,0.0,0.0,Very Small,Coastal (Natural),Fair,Yes,Yes,No,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,XII,Unknown,Yes,Yes,Unknown,No,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,3.85,-159.366667
108,26990.0,Sweden Cont -- 24975,Gumbodahamn,Sweden,Gulf of Bothnia; Baltic Sea; North Atlantic Ocean,Sailing Directions Pub. 195 (Enroute) - Gulf of Finland and Gulf of Bothnia,0.0,4.9,4.9,4.9,0.0,Very Small,River (Basins),Good,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,I,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,64.233333,21.1
109,42180.0,Greece East Coast -- 42010,Ayios Nikolaos,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,0.0,9.4,12.5,7.9,0.0,Very Small,Coastal (Breakwater),Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,III,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Major,37.983333,23.533333
110,43093.0,Kikladhes -- 42870,Akra Kavonisi,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,1.0,0.0,0.0,7.9,0.0,Very Small,Coastal (Breakwater),Fair,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,III,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Limited,35.516667,23.633333
111,43384.0,Turkey Europe -- 43325,Borusan Fertilizer Jetty,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),0.0,0.0,23.2,6.4,0.0,Very Small,Coastal (Natural),Fair,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,III,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Limited,40.416667,29.1
